Category,Category AR,Name,Name AR,Price,Available
نسكافيه,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
نسكافيه,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
نسكافيه,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
نسكافيه,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
نسكافيه,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
نسكافيه,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
نسكافيه,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
نسكافيه,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
نسكافيه,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
نسكافيه,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
نسكافيه,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
نسكافيه,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
نسكافيه,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
نسكافيه باللبن,السكر,السكر,سادة,سادة,0,0,1
نسكافيه باللبن,السكر,السكر,مظبوط,مظبوط,0,0,1
نسكافيه باللبن,السكر,السكر,زيادة,زيادة,0,0,1
نسكافيه باللبن,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
نسكافيه باللبن,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
نسكافيه باللبن,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
قهوة باللبن,السكر,السكر,سادة,سادة,0,0,1
قهوة باللبن,السكر,السكر,مظبوط,مظبوط,0,0,1
قهوة باللبن,السكر,السكر,زيادة,زيادة,0,0,1
قهوة باللبن,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
قهوة باللبن,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
قهوة باللبن,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
قهوة باللبن,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
قهوة باللبن,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
قهوة باللبن,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
قهوة باللبن,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
قهوة باللبن,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
قهوة باللبن,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
قهوة باللبن,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
قهوة باللبن,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
قهوة باللبن,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
قهوة باللبن,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فلات وايت,السكر,السكر,سادة,سادة,0,0,1
فلات وايت,السكر,السكر,مظبوط,مظبوط,0,0,1
فلات وايت,السكر,السكر,زيادة,زيادة,0,0,1
فلات وايت,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
فلات وايت,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فلات وايت,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فلات وايت,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فلات وايت,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فلات وايت,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فلات وايت,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فلات وايت,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فلات وايت,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فلات وايت,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فلات وايت,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فلات وايت,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فلات وايت,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
اسبريسو ميكاتو,السكر,السكر,سادة,سادة,0,0,1
اسبريسو ميكاتو,السكر,السكر,مظبوط,مظبوط,0,0,1
اسبريسو ميكاتو,السكر,السكر,زيادة,زيادة,0,0,1
اسبريسو ميكاتو,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
اسبريسو ميكاتو,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
اسبريسو ميكاتو,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
كابتشينو كراميل,السكر,السكر,سادة,سادة,0,0,1
كابتشينو كراميل,السكر,السكر,مظبوط,مظبوط,0,0,1
كابتشينو كراميل,السكر,السكر,زيادة,زيادة,0,0,1
كابتشينو كراميل,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
كابتشينو كراميل,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
كابتشينو كراميل,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
لاتيه فانيليا,السكر,السكر,سادة,سادة,0,0,1
لاتيه فانيليا,السكر,السكر,مظبوط,مظبوط,0,0,1
لاتيه فانيليا,السكر,السكر,زيادة,زيادة,0,0,1
لاتيه فانيليا,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
لاتيه فانيليا,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
لاتيه فانيليا,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
موكا وايت,السكر,السكر,سادة,سادة,0,0,1
موكا وايت,السكر,السكر,مظبوط,مظبوط,0,0,1
موكا وايت,السكر,السكر,زيادة,زيادة,0,0,1
موكا وايت,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
موكا وايت,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
موكا وايت,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
موكا وايت,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
موكا وايت,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
موكا وايت,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
موكا وايت,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
موكا وايت,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
موكا وايت,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
موكا وايت,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
موكا وايت,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
موكا وايت,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
موكا وايت,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
قهوة مثلجة,السكر,السكر,سادة,سادة,0,0,1
قهوة مثلجة,السكر,السكر,مظبوط,مظبوط,0,0,1
قهوة مثلجة,السكر,السكر,زيادة,زيادة,0,0,1
قهوة مثلجة,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
قهوة مثلجة,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
قهوة مثلجة,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
قهوة مثلجة,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
قهوة مثلجة,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
قهوة مثلجة,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
قهوة مثلجة,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
قهوة مثلجة,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
قهوة مثلجة,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
قهوة مثلجة,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
قهوة مثلجة,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
قهوة مثلجة,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
قهوة مثلجة,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
كابتشينو بندق,السكر,السكر,سادة,سادة,0,0,1
كابتشينو بندق,السكر,السكر,مظبوط,مظبوط,0,0,1
كابتشينو بندق,السكر,السكر,زيادة,زيادة,0,0,1
كابتشينو بندق,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
كابتشينو بندق,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
كابتشينو بندق,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
كابتشينو بندق,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
كابتشينو بندق,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
كابتشينو بندق,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
كابتشينو بندق,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
كابتشينو بندق,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
كابتشينو بندق,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
كابتشينو بندق,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
كابتشينو بندق,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
كابتشينو بندق,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
كابتشينو بندق,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
لاتيه كراميل,السكر,السكر,سادة,سادة,0,0,1
لاتيه كراميل,السكر,السكر,مظبوط,مظبوط,0,0,1
لاتيه كراميل,السكر,السكر,زيادة,زيادة,0,0,1
لاتيه كراميل,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
لاتيه كراميل,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
لاتيه كراميل,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
لاتيه كراميل,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
لاتيه كراميل,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
لاتيه كراميل,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
لاتيه كراميل,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
لاتيه كراميل,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
لاتيه كراميل,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
لاتيه كراميل,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
لاتيه كراميل,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
لاتيه كراميل,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
لاتيه كراميل,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه كلاسيك,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه كراميل,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه كراميل,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه كراميل,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه كراميل,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه كراميل,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه كراميل,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه كراميل,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه كراميل,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه كراميل,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه كراميل,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه كراميل,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه كراميل,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه شوكولاتة,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه فانيليا,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه موكا,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه موكا,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه موكا,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه موكا,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه موكا,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه موكا,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه موكا,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه موكا,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه موكا,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه موكا,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه موكا,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه موكا,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه لوتس,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه لوتس,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه لوتس,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه لوتس,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه لوتس,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه لوتس,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه لوتس,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه لوتس,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه لوتس,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه لوتس,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه لوتس,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه لوتس,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
فرابيه بندق,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
فرابيه بندق,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
فرابيه بندق,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
فرابيه بندق,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
فرابيه بندق,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
فرابيه بندق,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
فرابيه بندق,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
فرابيه بندق,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
فرابيه بندق,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
فرابيه بندق,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
فرابيه بندق,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
فرابيه بندق,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
آيس لاتيه,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
آيس لاتيه,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
آيس لاتيه,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
آيس لاتيه,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
آيس لاتيه,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
آيس لاتيه,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
آيس لاتيه,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
آيس لاتيه,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
آيس لاتيه,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
آيس لاتيه,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
آيس لاتيه,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
آيس لاتيه,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
آيس موكا (دارك - وايت),إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
آيس كراميل,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
آيس كراميل,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
آيس كراميل,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
آيس كراميل,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
آيس كراميل,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
آيس كراميل,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
آيس كراميل,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
آيس كراميل,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
آيس كراميل,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
آيس كراميل,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
آيس كراميل,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
آيس كراميل,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
آيس اسبانيش لاتيه,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
آيس لاتيه بندق,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
آيس لاتيه بندق,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
آيس لاتيه بندق,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
